blockchain_event_id,event_id,batch_id,batch_type,event_type,transaction_id,blockchain_timestamp,data_hash,is_synthetic
BC-2026-00028,EVT-ASH-2026-028,ASH-2026-028,RAW,BATCH_CREATED,TX-e6763cea7eff1fab,2026-07-04T05:36:00,e6763cea7eff1fab9b95bde08b0f87c21e7ffe57cbf8f035a9e23771114d8c1d,TRUE
BC-2026-00029,EVT-ASH-2026-029,ASH-2026-029,RAW,BATCH_CREATED,TX-159c4c612dbeb560,2026-07-05T13:24:00,159c4c612dbeb560dfae048a85e950e684c6b7237eb5e4dc34ed52306d4162dc,TRUE
BC-2026-00030,EVT-ASH-2026-030,ASH-2026-030,RAW,BATCH_CREATED,TX-1eec9e8fb7b638da,2026-07-06T03:12:00,1eec9e8fb7b638dab831a9d0b5ae872b8c12c450a71f88d541644a2489f50c70,TRUE
BC-2026-00031,EVT-ASH-2026-031,ASH-2026-031,RAW,BATCH_CREATED,TX-883606433439edf7,2026-07-07T11:00:00,883606433439edf7baf301c4efa81a6c87825594c39f336dfe785f9c99ffd924,TRUE
BC-2026-00032,EVT-ASH-2026-032,ASH-2026-032,RAW,BATCH_CREATED,TX-9c37b292b5192b8a,2026-07-08T18:48:00,9c37b292b5192b8a10a145eee7434e57f27c41e3eebc56e3a63705fadb7dd189,TRUE
BC-2026-00033,EVT-ASH-2026-033,ASH-2026-033,RAW,BATCH_CREATED,TX-81c064d6501b5f3a,2026-07-10T02:36:00,81c064d6501b5f3a4878992fb098bdb68b655c650ce9d1cb6278f78814b9b11a,TRUE
BC-2026-00034,EVT-ASH-2026-034,ASH-2026-034,RAW,BATCH_CREATED,TX-996af25014c0a2ce,2026-07-11T10:24:00,996af25014c0a2ce7fe8b267d71db96bbad1ad1d12431689c06419f861f1545e,TRUE
BC-2026-00035,EVT-ASH-2026-035,ASH-2026-035,RAW,BATCH_CREATED,TX-569044a0caaee5f7,2026-07-12T18:12:00,569044a0caaee5f73362dd9ac16ec19fcbd6d6af67271cf388a1267e799fb592,TRUE
BC-2026-00036,EVT-ASH-2026-036,ASH-2026-036,RAW,BATCH_CREATED,TX-140847333710022d,2026-07-13T08:00:00,140847333710022dc798921c19f09c20d6aff1d3e9a1f40e4ac55cab7839b850,TRUE
BC-2026-00037,EVT-ASH-2026-037,ASH-2026-037,RAW,BATCH_CREATED,TX-7627bda777c71543,2026-07-14T15:48:00,7627bda777c715437a46e389b2fb151774f4771e6aeef1b9b368e9b0c69acdc4,TRUE
BC-2026-00038,EVT-ASH-2026-038,ASH-2026-038,RAW,BATCH_CREATED,TX-fcff92c52bec3fbf,2026-07-15T23:36:00,fcff92c52bec3fbf085822abfc75ec51af981b92e832e079a6aaf2f3c2a0adf4,TRUE
BC-2026-00039,EVT-ASH-2026-039,ASH-2026-039,RAW,BATCH_CREATED,TX-a80ceb641f963677,2026-07-17T07:24:00,a80ceb641f9636777bb59bdabf09b8d83b05175043735630a8b6a67b9e5ef9f0,TRUE
BC-2026-00040,EVT-ASH-2026-040,ASH-2026-040,RAW,BATCH_CREATED,TX-f1639d61620cc500,2026-07-18T15:12:00,f1639d61620cc5008a7015b490e3b787f41a8d783d8499e0785977d8dc281827,TRUE
BC-2026-00041,EVT-ASH-2026-041,ASH-2026-041,RAW,BATCH_CREATED,TX-641bcbbf3c682b2b,2026-07-19T23:00:00,641bcbbf3c682b2bca111cc9791aacbe63564125ae60d4c86efc17421b8628d9,TRUE
BC-2026-00042,EVT-ASH-2026-042,ASH-2026-042,RAW,BATCH_CREATED,TX-56f291088357bd95,2026-07-20T12:48:00,56f291088357bd95597eb55e5889f648c7f9f8817cd8b7a702b910b064256aa9,TRUE
BC-2026-00043,EVT-ASH-2026-043,ASH-2026-043,RAW,BATCH_CREATED,TX-6e066c08900bc72d,2026-07-21T20:36:00,6e066c08900bc72d84da843bbbf589ee3eb4e89fde4cafca9c22df62a07731c3,TRUE
BC-2026-00044,EVT-ASH-2026-044,ASH-2026-044,RAW,BATCH_CREATED,TX-36ced71da0a5b2cd,2026-07-23T04:24:00,36ced71da0a5b2cd0493a7e5f9f491f3d154b7c4c5cbca190e27049315b136c5,TRUE
BC-2026-00045,EVT-ASH-2026-045,ASH-2026-045,RAW,BATCH_CREATED,TX-0b581c1bc030f7b7,2026-07-24T12:12:00,0b581c1bc030f7b748bb38a5f92f65f5f599b7f0b70a39bd6e59673cfaad173d,TRUE
BC-2026-00046,EVT-ASH-2026-046,ASH-2026-046,RAW,BATCH_CREATED,TX-5dd31bd2415f0042,2026-07-25T20:00:00,5dd31bd2415f004272c69d80e34b7598df40fdbabc78a19aef7baeeccfb160b1,TRUE
BC-2026-00047,EVT-ASH-2026-047,ASH-2026-047,RAW,BATCH_CREATED,TX-9360dd351ad91f54,2026-07-27T03:48:00,9360dd351ad91f54ea910e4aeae57d1acfac82c4b9c31657ed3ffb5e6db69838,TRUE
BC-2026-00048,EVT-ASH-2026-048,ASH-2026-048,RAW,BATCH_CREATED,TX-27e65cb81a2da64d,2026-07-27T17:36:00,27e65cb81a2da64d0e13a0921282f702de582931db529b6c92f6c0fe4c4f53df,TRUE
BC-2026-00049,EVT-ASH-2026-049,ASH-2026-049,RAW,BATCH_CREATED,TX-b43df7dc04f21447,2026-07-29T01:24:00,b43df7dc04f21447daeb13f83ba44c7e92beeef7fc83442a65bebac751ad33e9,TRUE
BC-2026-00050,EVT-ASH-2026-050,ASH-2026-050,RAW,BATCH_CREATED,TX-d533072c6ffd9a41,2026-07-30T09:12:00,d533072c6ffd9a4153cc02a7bbba2057775019ed3965400f66c7b4a55ae2f9a1,TRUE
BC-2026-00051,EVT-ASH-2026-051,ASH-2026-051,RAW,BATCH_CREATED,TX-af0f61f3756cd606,2026-07-31T17:00:00,af0f61f3756cd606c90e858904a10c2b49f526a7531cc8ae33b1b600c7ffa0e1,TRUE
BC-2026-00052,EVT-ASH-2026-052,ASH-2026-052,RAW,BATCH_CREATED,TX-57b791d97d807318,2026-08-02T00:48:00,57b791d97d8073184d40491f0b9c4cf40efeffcff6364401eef3103d7191e445,TRUE
BC-2026-00053,EVT-ASH-2026-053,ASH-2026-053,RAW,BATCH_CREATED,TX-cee30e488adb6e20,2026-08-03T08:36:00,cee30e488adb6e20adbf75ab206ad656b9018ba7e637a6efb682b29c536e22f6,TRUE
BC-2026-00054,EVT-ASH-2026-054,ASH-2026-054,RAW,BATCH_CREATED,TX-f82526830b463de0,2026-08-03T22:24:00,f82526830b463de010b329c233db5d530cb9f2cfa0135b79e3594144af634193,TRUE
BC-2026-00055,EVT-ASH-2026-055,ASH-2026-055,RAW,BATCH_CREATED,TX-4919009b786e4da8,2026-08-05T06:12:00,4919009b786e4da84ada115d3b7af354df60f8dca0c441b467fea95146531848,TRUE
BC-2026-00056,EVT-ASH-2026-056,ASH-2026-056,RAW,BATCH_CREATED,TX-fe577357000b58d2,2026-08-06T14:00:00,fe577357000b58d245e19fbe30ab38bb74792ac5dfa6e426c21bf10f2b417dc1,TRUE
BC-2026-00057,EVT-ASH-2026-057,ASH-2026-057,RAW,BATCH_CREATED,TX-567d79aa29e9a13b,2026-08-07T21:48:00,567d79aa29e9a13bbb8cbb196ac9424544f1f3a9cf4b861f75943bba25557926,TRUE
BC-2026-00058,EVT-ASH-2026-058,ASH-2026-058,RAW,BATCH_CREATED,TX-04d367860aa4e1b2,2026-08-09T05:36:00,04d367860aa4e1b2c58afba1bfa767e903a81274960b93a22e136e4ba958a1a8,TRUE
BC-2026-00059,EVT-ASH-2026-059,ASH-2026-059,RAW,BATCH_CREATED,TX-32c5c46ada42c3ff,2026-08-10T13:24:00,32c5c46ada42c3ffacb5528b3230439b70070fd8b2424a4a381be23ca2d1689c,TRUE
BC-2026-00060,EVT-ASH-2026-060,ASH-2026-060,RAW,BATCH_CREATED,TX-a25fd892ef02d28c,2026-08-11T03:12:00,a25fd892ef02d28c01a5c32edfe93cc66d143dcb1b72231584f1071eb7141605,TRUE
BC-2026-00061,EVT-ASH-2026-061,ASH-2026-061,RAW,BATCH_CREATED,TX-a062d353e63d52fd,2026-08-12T11:00:00,a062d353e63d52fdfe4e72fb33707420f07dba0fc597044cbe031aaa89885a72,TRUE
BC-2026-00062,EVT-ASH-2026-062,ASH-2026-062,RAW,BATCH_CREATED,TX-8a11fbcef9a94b78,2026-08-13T18:48:00,8a11fbcef9a94b784c054f182be95e3e28a99867a1e69a898fcea898f6c98225,TRUE
BC-2026-00063,EVT-ASH-2026-063,ASH-2026-063,RAW,BATCH_CREATED,TX-88b1633337443d21,2026-08-15T02:36:00,88b1633337443d21d2f8b5f98329e99612b81d67fb4053f1635dafaf8d658c59,TRUE
BC-2026-00064,EVT-ASH-2026-064,ASH-2026-064,RAW,BATCH_CREATED,TX-cca230582f186da9,2026-08-16T10:24:00,cca230582f186da9f1f9c009ea00e4991524ec3816ad255a9aad0a9bf5287f95,TRUE
BC-2026-00065,EVT-ASH-2026-065,ASH-2026-065,RAW,BATCH_CREATED,TX-d077bcc8729184af,2026-08-17T18:12:00,d077bcc8729184afada5ed2437dad8592bc336b0a680ef9d536e474456f72fcd,TRUE
BC-2026-00066,EVT-ASH-2026-066,ASH-2026-066,RAW,BATCH_CREATED,TX-b6e043a7b561ff8a,2026-08-18T08:00:00,b6e043a7b561ff8a4c690b22be05337ceb6c5d562d7dd353e37384bf1bc02ce7,TRUE
BC-2026-00067,EVT-ASH-2026-067,ASH-2026-067,RAW,BATCH_CREATED,TX-7590fa66afbbf378,2026-08-19T15:48:00,7590fa66afbbf378d0f607b51ba734192f8334dc2abe37e91b316d8cd345853a,TRUE
BC-2026-00068,EVT-ASH-2026-068,ASH-2026-068,RAW,BATCH_CREATED,TX-74eb9dc4fed276b9,2026-08-20T23:36:00,74eb9dc4fed276b9d2a26fcf0c74e246d1d3c42b57b84aab68db776cba363c40,TRUE
BC-2026-00069,EVT-ASH-2026-069,ASH-2026-069,RAW,BATCH_CREATED,TX-8656ae81541ece1a,2026-08-22T07:24:00,8656ae81541ece1a25a62fb610d33358e68ea569f219f5debbb1e7877512b60c,TRUE
BC-2026-00070,EVT-ASH-2026-070,ASH-2026-070,RAW,BATCH_CREATED,TX-fe47b2a44a326390,2026-08-23T15:12:00,fe47b2a44a32639032f13d96731af395166cc262d6af59eb081b99acd294036e,TRUE
BC-2026-00071,EVT-TRN-RAW-0001,ASH-2026-001,RAW,SHIPMENT_MILESTONE,TX-7d1cc6229cd155c5,2026-06-01T21:18:27.517480,7d1cc6229cd155c529a32525d756bbd5c857cb50076a32ca32ca339c8e990112,TRUE
BC-2026-00072,EVT-TRN-RAW-0002,ASH-2026-002,RAW,SHIPMENT_MILESTONE,TX-14a49c7ddfff2482,2026-06-03T10:28:16.964326,14a49c7ddfff2482b94293dfedb11ff2b961829a302f82946342e5d6975059fe,TRUE
BC-2026-00073,EVT-TRN-RAW-0003,ASH-2026-003,RAW,SHIPMENT_MILESTONE,TX-5a9a431009430c24,2026-06-04T09:15:02.388205,5a9a431009430c24890654d71d62c15e022bd7239a68c69b23755ad655debf34,TRUE
BC-2026-00074,EVT-TRN-RAW-0004,ASH-2026-004,RAW,SHIPMENT_MILESTONE,TX-4b3ca2a8b2bebd72,2026-06-06T00:12:00.795638,4b3ca2a8b2bebd722226d8db9ee8ddcafe1c44b8786a5b76874a6bc91393b233,TRUE
BC-2026-00075,EVT-TRN-RAW-0005,ASH-2026-005,RAW,SHIPMENT_MILESTONE,TX-542cef4ff2f3a466,2026-06-07T03:56:12.518003,542cef4ff2f3a466aa7e9379219776881e744b17d86adf9f7301a403958e70aa,TRUE
BC-2026-00076,EVT-TRN-RAW-0006,ASH-2026-006,RAW,SHIPMENT_MILESTONE,TX-c843075f34dc1343,2026-06-07T12:54:24.167511,c843075f34dc134351c4421536e165ca0455024df7919c843a33acaf83d00e19,TRUE
BC-2026-00077,EVT-TRN-RAW-0007,ASH-2026-007,RAW,SHIPMENT_MILESTONE,TX-0069ff704b779638,2026-06-09T03:41:52.337763,0069ff704b7796382e81e4a8c90a1b609019bd3d79e5ac7f754a481fc8a2449b,TRUE
BC-2026-00078,EVT-TRN-RAW-0008,ASH-2026-008,RAW,SHIPMENT_MILESTONE,TX-56ebb1fd05597286,2026-06-10T13:48:50.536226,56ebb1fd055972861e5c223cfbb96530739c8b51ddaddc2a2c35ee7cb53331f8,TRUE
BC-2026-00079,EVT-TRN-RAW-0009,ASH-2026-009,RAW,SHIPMENT_MILESTONE,TX-254205b61512e561,2026-06-11T15:29:44.258857,254205b61512e561fe81403291b14c4aeec1991aee2996e5228ad4a49b7a2ef8,TRUE
BC-2026-00080,EVT-TRN-RAW-0010,ASH-2026-010,RAW,SHIPMENT_MILESTONE,TX-c96a76431e20be6f,2026-06-13T00:41:00.420398,c96a76431e20be6fb02ecbfa96b59a23df3271abc16150932b1bf0e3fbfa978f,TRUE
BC-2026-00081,EVT-TRN-RAW-0011,ASH-2026-011,RAW,SHIPMENT_MILESTONE,TX-5c8ff66d09c5d86e,2026-06-14T11:10:48.717052,5c8ff66d09c5d86eab23e1fc33d6fa827faa3ca6b38e18157cca90837458cfb9,TRUE
BC-2026-00082,EVT-TRN-RAW-0012,ASH-2026-012,RAW,SHIPMENT_MILESTONE,TX-4f200c548deaac57,2026-06-15T03:21:57.235180,4f200c548deaac571b4027d1ac058df4856a74d868f41a464c42c44b76718ab1,TRUE
BC-2026-00083,EVT-TRN-RAW-0013,ASH-2026-013,RAW,SHIPMENT_MILESTONE,TX-ab8d32e406d331a5,2026-06-16T05:08:52.026378,ab8d32e406d331a55ba0b14efc08f03ba48b0517c26fbba178a25edb4bf88bfd,TRUE
BC-2026-00084,EVT-TRN-RAW-0014,ASH-2026-014,RAW,SHIPMENT_MILESTONE,TX-26eca0f8dddf3705,2026-06-17T12:13:54.890795,26eca0f8dddf370570f8c3c28af1d3064e2da7b1a473ae003a8115a21566abc4,TRUE
BC-2026-00085,EVT-TRN-RAW-0015,ASH-2026-015,RAW,SHIPMENT_MILESTONE,TX-39038b8db37b77b4,2026-06-18T18:47:30.043294,39038b8db37b77b40156679dd8051b2d006f07a5bcf6e8d3744fed34441b27bf,TRUE
BC-2026-00086,EVT-TRN-RAW-0016,ASH-2026-016,RAW,SHIPMENT_MILESTONE,TX-65a69d89057cbd51,2026-06-20T03:05:56.794841,65a69d89057cbd51090ce3f3811b6a62d0882b0b7133e2e3ed870abbf89437e6,TRUE
BC-2026-00087,EVT-TRN-RAW-0017,ASH-2026-017,RAW,SHIPMENT_MILESTONE,TX-538328f0938aa14d,2026-06-21T12:32:12.638754,538328f0938aa14df8c534dfd85ff725d5ec1b53d29b275482f077c8c1b847da,TRUE
BC-2026-00088,EVT-TRN-RAW-0018,ASH-2026-018,RAW,SHIPMENT_MILESTONE,TX-f31d5bfc205588c1,2026-06-22T04:13:36.380705,f31d5bfc205588c105f9233f68f60336244ca6a7a4093f6703d4fbebee3bfd2d,TRUE
BC-2026-00089,EVT-TRN-RAW-0019,ASH-2026-019,RAW,SHIPMENT_MILESTONE,TX-f95db364889eec77,2026-06-23T12:37:50.130442,f95db364889eec77f88269bcf085a3424aae8828f80322c21564eded9a351f84,TRUE
BC-2026-00090,EVT-TRN-RAW-0020,ASH-2026-020,RAW,SHIPMENT_MILESTONE,TX-8116c4b8cbb0eeeb,2026-06-24T21:56:08.539883,8116c4b8cbb0eeeb9d2971039255436ad14c7f9774adc680cefd45f1c02ce229,TRUE
BC-2026-00091,EVT-TRN-RAW-0021,ASH-2026-021,RAW,SHIPMENT_MILESTONE,TX-cac76daf4b52dea1,2026-06-26T02:09:00.551455,cac76daf4b52dea1c10eb777d2b24e64b7eaf3c8d784c088bb81bfabeae677dc,TRUE
BC-2026-00092,EVT-TRN-RAW-0022,ASH-2026-022,RAW,SHIPMENT_MILESTONE,TX-8cb8c63d9458385f,2026-06-27T15:01:45.993894,8cb8c63d9458385ffc98c76d1e93e7dad451fb6eebfc0da9638d6a075eb65c0b,TRUE
BC-2026-00093,EVT-TRN-RAW-0023,ASH-2026-023,RAW,SHIPMENT_MILESTONE,TX-e1cccd016ba586e5,2026-06-28T19:07:57.258805,e1cccd016ba586e5d3bc2c07d000ec86b165efda06b6a678b1b888156ee5c42a,TRUE
BC-2026-00094,EVT-TRN-RAW-0024,ASH-2026-024,RAW,SHIPMENT_MILESTONE,TX-622eeb55c92ef571,2026-06-29T04:18:19.182890,622eeb55c92ef5717d1b44f2c75c50635e9ad74fd7e4bc2b8c31211d48966c4d,TRUE
BC-2026-00095,EVT-TRN-RAW-0025,ASH-2026-025,RAW,SHIPMENT_MILESTONE,TX-7b8ef9669e81500a,2026-06-30T12:29:08.259520,7b8ef9669e81500aeea3822548d2fbefb3d8636b55ddade3c3b36d5a58f17d89,TRUE
BC-2026-00096,EVT-TRN-RAW-0026,ASH-2026-026,RAW,SHIPMENT_MILESTONE,TX-37a00cc30b97a99b,2026-07-02T00:06:20.014793,37a00cc30b97a99b5172acfbae8b3edba5c09d1dd5f562349ab5d8d07c36c147,TRUE
BC-2026-00097,EVT-TRN-RAW-0027,ASH-2026-027,RAW,SHIPMENT_MILESTONE,TX-efe5358d2f4c765a,2026-07-03T10:00:05.545632,efe5358d2f4c765afa15f2fb5bcf9a17bdb1312cb3cf6f71a05e46fce31ccca8,TRUE
BC-2026-00098,EVT-TRN-RAW-0028,ASH-2026-028,RAW,SHIPMENT_MILESTONE,TX-b58d959b07ec3184,2026-07-04T13:58:58.751106,b58d959b07ec318475b9f0ceba6b4364be6d4327fb5ddded02c565e2d48b4564,TRUE
BC-2026-00099,EVT-TRN-RAW-0029,ASH-2026-029,RAW,SHIPMENT_MILESTONE,TX-69606f4e82dd0b5c,2026-07-06T00:05:21.845695,69606f4e82dd0b5ce094519d8c0f5ca6ae7da7394aeae06f5510e3990244dd10,TRUE
BC-2026-00100,EVT-TRN-RAW-0030,ASH-2026-030,RAW,SHIPMENT_MILESTONE,TX-f366277f18ddb3bc,2026-07-06T17:38:12.745816,f366277f18ddb3bc9a8f4e45da9bf60e82397158c65bd3de847423a418b01f13,TRUE
BC-2026-00101,EVT-TRN-RAW-0031,ASH-2026-031,RAW,SHIPMENT_MILESTONE,TX-13ed21b56caad938,2026-07-08T00:02:13.262648,13ed21b56caad938cddf13bbf3da883cf02178a77a36d1a0b4955dec9d8b2f7b,TRUE
BC-2026-00102,EVT-TRN-RAW-0032,ASH-2026-032,RAW,SHIPMENT_MILESTONE,TX-1822f08c6b0a1508,2026-07-09T02:40:24.736089,1822f08c6b0a1508ce89caf0e8743a9e5af320c3a6c7d6651a24a81d6df07d4d,TRUE
BC-2026-00103,EVT-TRN-RAW-0033,ASH-2026-033,RAW,SHIPMENT_MILESTONE,TX-be5d1a9898d69e4b,2026-07-10T11:52:46.447585,be5d1a9898d69e4b135eda83cbca626d9758bd4eeb41dc401bc3f0d6f89eaa18,TRUE
BC-2026-00104,EVT-TRN-RAW-0034,ASH-2026-034,RAW,SHIPMENT_MILESTONE,TX-05fd489f6532e404,2026-07-11T20:35:49.437819,05fd489f6532e404e6cc0d90c1c367321abf00a7078e6cc8d913e98de209392b,TRUE
BC-2026-00105,EVT-TRN-RAW-0035,ASH-2026-035,RAW,SHIPMENT_MILESTONE,TX-9e563ab4f8bacb1a,2026-07-13T04:28:44.493070,9e563ab4f8bacb1aae63c49825918e993264380dc2c50b975e36355994530335,TRUE
BC-2026-00106,EVT-TRN-RAW-0036,ASH-2026-036,RAW,SHIPMENT_MILESTONE,TX-87b884b889307722,2026-07-13T15:36:22.986256,87b884b889307722d62c641325b4d5ca1cebdc6a4b84c3093cfbc28c93e1618d,TRUE
BC-2026-00107,EVT-TRN-RAW-0037,ASH-2026-037,RAW,SHIPMENT_MILESTONE,TX-0489f9c5155353cf,2026-07-14T23:31:30.585264,0489f9c5155353cf25c28eeeb0a61a5b4afab23879bf2ae1ff562944e282235b,TRUE
BC-2026-00108,EVT-TRN-RAW-0038,ASH-2026-038,RAW,SHIPMENT_MILESTONE,TX-ab2101d7760a4a5b,2026-07-16T14:16:20.818814,ab2101d7760a4a5b9721d568fb3f4e499b6a0ee9f8aae625099fdb352015e1be,TRUE
BC-2026-00109,EVT-TRN-RAW-0039,ASH-2026-039,RAW,SHIPMENT_MILESTONE,TX-ce7368e1092f2998,2026-07-17T15:08:30.376571,ce7368e1092f29985dbd9414539ae1d1b3ab6cf77562b4a6764d81beb88bc738,TRUE
BC-2026-00110,EVT-TRN-RAW-0040,ASH-2026-040,RAW,SHIPMENT_MILESTONE,TX-c8da4543c39a4a22,2026-07-19T04:10:57.117011,c8da4543c39a4a222104ab523e1318238d79e3c9af756f813dfdda8c2873f349,TRUE
BC-2026-00111,EVT-TRN-RAW-0041,ASH-2026-041,RAW,SHIPMENT_MILESTONE,TX-9ca26bcf8a9320b0,2026-07-20T07:56:55.666832,9ca26bcf8a9320b0880d90018169c9d0d0869f3525b3ea33386afba3e03c1b8b,TRUE
BC-2026-00112,EVT-TRN-RAW-0042,ASH-2026-042,RAW,SHIPMENT_MILESTONE,TX-895a2495c30e48dc,2026-07-20T17:35:34.496850,895a2495c30e48dc9606dc5aa8da1ef2f77b8292de388f6395b768a77608fada,TRUE
